WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
5792.451171875	8503.8994140625	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-6.04871e-10	0.0	2.44825e-10	0.0	7.19281e-05	0.0
-365.0394287109375	98.81414794921876	1.55634868	19.71910095	1.1510942	0.028050767030045998	-0.006635144	-0.1049593425	-0.0075499576	0.1306122909	-0.0677389775	0.0532721222	-0.0105837728	-0.0712172615	0.027668963900000003	-0.0006502937	0.061796733300000004	-0.1634838347	0.11784411859999999	0.1178230848	0.0	0.0144289	-3.16739e-06	5.00428e-06	9.6194e-05	0.000129524	0.00011848400000000003
-3761.780029296875	-1882.271240234375	1.17749822	14.91902542	0.96075004	0.04763424327000001	0.1050242993	0.0371622331	0.09680472779999999	0.027802141800000003	-0.0199728716	-0.0628818819	-0.1076354918	-0.0069403577	0.060329639500000004	0.08512846689999999	-0.0687163703	0.0789394913	0.11778803119999999	0.1175988019	0.0	0.00457649	1.27412e-05	-1.25704e-05	-0.000410765	-0.0	0.0
-1843.395751953125	-1144.981689453125	1.23468328	15.64356613	0.94097286	0.057226439199999986	-0.0307794929	0.0991862193	0.0899288141	-0.0816765669	-0.0857888319	0.0206901083	-0.0142797851	0.0963868282	0.1180246058	-0.1200125567	-0.076155036	0.0356574558	0.1176758831	0.1171506629	0.0	0.00800411	0.00881229	0.0187412	0.00011414500000000003	-0.0	0.0
-636.6363525390625	-1787.567138671875	1.12971044	14.31355	0.8998853	0.0564388874	-0.0736620144	0.05556855769999999	-0.007788954	0.0864655909	-0.0808270125	0.0545518005	0.059334068899999995	0.083085638	0.0007571295	0.0373403833	-0.0610586794	-0.043326912999999995	0.1175077276	0.1164795211	0.0	0.00493359	0.000443193	-1.25704e-05	-0.000410765	-0.0	0.0
1891.2479248046875	-669.6524658203125	1.36724663	17.32315826	0.96150333	0.04332422739999999	-0.10381599220000001	-0.0957954574	0.0923359669	-0.0123861553	-0.1186022231	-0.09694445410000001	0.1038489784	-0.081009709	0.0631740667	-0.051045033200000006	-0.0503326355	-0.0076426143	0.1172836448	0.11558665380000001	0.0	0.0	0.00605451	0.0222495	-0.00020042	-0.0	0.0
-37.6175537109375	-1140.36279296875	1.26142681	15.98240948	0.99368113	0.06125959	0.12003066720000001	-0.08000890849999999	0.0060033872	0.059772098499999995	-0.0672457482	0.09158485849999999	-0.1015766067	-0.08872265480000001	-0.0320958961	0.0689615034	-0.0150129051	0.0385344721	0.1170037413	0.1144737607	0.0	0.0277022	0.00560402	0.0047159	-0.000217979	0.000117183	0.000176724
234.5167236328125	-529.5732421875	1.12137914	14.20799065	0.97095704	0.06383847299999999	0.0496151529	0.12759723050000002	-0.0106637067	-0.0989181491	-0.0300616326	-0.0544263575	-0.0849047411	0.0937559284	-0.0056613982999999994	-0.0559140192	-0.0190469745	0.07749013910000001	0.11666815039999999	0.11314296039999999	0.0	0.0	0.000662497	0.011576	-0.000410765	-0.0	0.0
-1152.973876953125	-2185.53369140625	1.42970777	18.11454773	0.95314926	0.081895109	-0.0762998692	0.0529509864	-0.0496334836	-0.0738387052	0.094537119	0.0497084569	0.0667130837	0.0731042701	0.0102368177	-0.0623862631	0.1319359188	0.0522156652	0.1162770318	0.11159678599999999	0.0	0.0248273	0.000695206	0.0171577	0.000103595	0.000514708	0.0
-830.214599609375	-1882.869140625	1.53888535	19.49783897	0.9671213	0.057066561	-0.059932619000000006	0.028290624	-0.1307511942	0.0723535803	-0.0203656649	-0.0743050195	0.0521262951	0.053878090499999996	-0.1174108453	0.127757171	0.0038874902	0.0746435908	0.1158305716	0.10983818070000001	0.0	0.0104512	0.000662495	0.0160938	-0.000410765	0.000197191	0.0
