aCompCor00,aCompCor01,aCompCor02,aCompCor03,aCompCor04,aCompCor05,X,Y,Z,RotX,RotY,RotZ,Xsq,Ysq,Zsq,RotXsq,RotYsq,RotZsq,X_t-1,Y_t-1,Z_t-1,RotX_t-1,RotY_t-1,RotZ_t-1,Xsq_t-1,Ysq_t-1,Zsq_t-1,RotXsq_t-1,RotYsq_t-1,RotZsq_t-1
0.037459796600000005,-0.1225949761,-0.0090657274,0.0492268556,0.0229759265,0.0937363543,0.0496849,-0.0129219,0.022496099999999998,-0.000105555,0.00023319900000000001,0.00056776,0.0024685892880099997,0.00016697549961,0.0005060745152099999,1.1141858025e-08,5.4381773601000006e-08,3.2235141760000005e-07,0.0572524,-0.0129219,0.021275799999999997,-0.000105555,-0.000420534,0.00056776,0.0032778373057600002,0.00016697549961,0.0004526596656399999,1.1141858025e-08,1.76848845156e-07,3.2235141760000005e-07
-0.1172450317,-0.0695586096,-0.0160672323,-0.050827549400000005,0.052497527,-0.0104258395,0.0690231,-0.00678108,0.014783000000000001,-0.000105555,-0.00011766700000000001,0.00056776,0.004764188333610001,4.59830459664e-05,0.00021853708900000004,1.1141858025e-08,1.3845522889000002e-08,3.2235141760000005e-07,0.0496849,-0.0129219,0.022496099999999998,-0.000105555,0.00023319900000000001,0.00056776,0.0024685892880099997,0.00016697549961,0.0005060745152099999,1.1141858025e-08,5.4381773601000006e-08,3.2235141760000005e-07
-0.0558835958,0.0868078817,-0.0932523816,-0.045428082300000006,-0.0388937962,0.1616487114,0.0496898,-0.037455699999999995,0.00834435,-0.000335002,0.00016816900000000002,0.00056776,0.00246907622404,0.0014029294624899997,6.962817692250001e-05,1.12226340004e-07,2.828081256100001e-08,3.2235141760000005e-07,0.0690231,-0.00678108,0.014783000000000001,-0.000105555,-0.00011766700000000001,0.00056776,0.004764188333610001,4.59830459664e-05,0.00021853708900000004,1.1141858025e-08,1.3845522889000002e-08,3.2235141760000005e-07
0.0575418677,0.0478776208,-0.0777179268,-0.0730620256,0.0740279108,0.0562570971,0.049652800000000004,-0.016406099999999996,0.0123163,8.65428e-05,0.000296686,0.00065379,0.0024654005478400003,0.0002691601172099999,0.00015169124569000002,7.48965623184e-09,8.8022582596e-08,4.274413641e-07,0.0496898,-0.037455699999999995,0.00834435,-0.000335002,0.00016816900000000002,0.00056776,0.00246907622404,0.0014029294624899997,6.962817692250001e-05,1.12226340004e-07,2.828081256100001e-08,3.2235141760000005e-07
0.0176888396,0.0375339956,-0.1864984406,0.0972365147,0.0802403626,-0.07355571799999999,0.0326932,-0.0164072,0.0008770819999999997,-0.000105555,-7.734399999999997e-05,0.00056776,0.00106884532624,0.00026919621184,7.692728347239995e-07,1.1141858025e-08,5.982094335999995e-09,3.2235141760000005e-07,0.049652800000000004,-0.016406099999999996,0.0123163,8.65428e-05,0.000296686,0.00065379,0.0024654005478400003,0.0002691601172099999,0.00015169124569000002,7.48965623184e-09,8.8022582596e-08,4.274413641e-07
0.0472973892,-0.0829633011,0.0280307191,-0.0268122046,0.212063905,-0.056970521,0.0416739,-0.0164014,0.0285974,0.00018433400000000003,2.97131e-05,0.00056776,0.0017367139412099999,0.00026900592196,0.00081781128676,3.397902355600001e-08,8.828683116099999e-10,3.2235141760000005e-07,0.0326932,-0.0164072,0.0008770819999999997,-0.000105555,-7.734399999999997e-05,0.00056776,0.00106884532624,0.00026919621184,7.692728347239995e-07,1.1141858025e-08,5.982094335999995e-09,3.2235141760000005e-07
-0.1200617646,-0.020066459,-0.06073970820000001,0.2003394951,0.1006875482,0.0727697658,0.0508803,-0.016403099999999997,0.00659713,-0.000105555,-7.694839999999997e-05,0.000413122,0.0025888049280900004,0.0002690616896099999,4.35221242369e-05,1.1141858025e-08,5.921056262559995e-09,1.7066978688399998e-07,0.0416739,-0.0164014,0.0285974,0.00018433400000000003,2.97131e-05,0.00056776,0.0017367139412099999,0.00026900592196,0.00081781128676,3.397902355600001e-08,8.828683116099999e-10,3.2235141760000005e-07
-0.0490845658,0.0663390234,0.106354718,-0.0002124615,0.15523773710000002,0.06962955679999999,0.0326828,-0.0164047,0.028589599999999996,0.000144445,0.000349446,0.00056776,0.0010681654158399998,0.00026911418209,0.0008173652281599998,2.0864358024999998e-08,1.22112506916e-07,3.2235141760000005e-07,0.0508803,-0.016403099999999997,0.00659713,-0.000105555,-7.694839999999997e-05,0.000413122,0.0025888049280900004,0.0002690616896099999,4.35221242369e-05,1.1141858025e-08,5.921056262559995e-09,1.7066978688399998e-07
0.0272821146,0.1437444888,0.0527550291,0.1172784455,0.1646668968,-0.0365946923,0.0427499,-0.0279832,0.0108179,9.26999e-05,0.000200956,0.00056776,0.0018275539500100001,0.00078305948224,0.00011702696041,8.59327146001e-09,4.0383313935999996e-08,3.2235141760000005e-07,0.0326828,-0.0164047,0.028589599999999996,0.000144445,0.000349446,0.00056776,0.0010681654158399998,0.00026911418209,0.0008173652281599998,2.0864358024999998e-08,1.22112506916e-07,3.2235141760000005e-07
0.1194197287,0.0598492803,0.0449542967,0.1378265825,0.0330012393,0.0659926054,0.032683699999999996,-0.0383569,0.0263108,-0.0006169880000000001,0.000363424,0.00056776,0.0010682242456899998,0.0014712517776099999,0.0006922581966399999,3.806741921440001e-07,1.32077003776e-07,3.2235141760000005e-07,0.0427499,-0.0279832,0.0108179,9.26999e-05,0.000200956,0.00056776,0.0018275539500100001,0.00078305948224,0.00011702696041,8.59327146001e-09,4.0383313935999996e-08,3.2235141760000005e-07
0.030905054,-0.06750541780000001,0.1522032963,0.1238895809,0.0744876699,-0.0768183584,0.0585377,-0.021331400000000004,0.04693819999999999,0.000202875,0.000126006,0.000682236,0.00342666232129,0.00045502862596000015,0.0022031946192399995,4.115826562500001e-08,1.5877512036000004e-08,4.65445959696e-07,0.032683699999999996,-0.0383569,0.0263108,-0.0006169880000000001,0.000363424,0.00056776,0.0010682242456899998,0.0014712517776099999,0.0006922581966399999,3.806741921440001e-07,1.32077003776e-07,3.2235141760000005e-07
-0.0864439843,-0.0053405524,0.095793592,0.0942892761,-0.0599718238,0.0589243298,0.0534477,-0.034943699999999994,0.023729499999999997,-0.000517105,6.05409e-06,0.000717135,0.0028566566352900002,0.0012210621696899997,0.0005630891702499999,2.67397581025e-07,3.6652005728100006e-11,5.14282608225e-07,0.0585377,-0.021331400000000004,0.04693819999999999,0.000202875,0.000126006,0.000682236,0.00342666232129,0.00045502862596000015,0.0022031946192399995,4.115826562500001e-08,1.5877512036000004e-08,4.65445959696e-07
-0.0094443654,0.1081993642,0.1077070788,-0.0653951525,-0.0032787554,-0.0040496588,0.0677205,-0.0189625,0.028621499999999998,0.000283817,0.00020737900000000002,0.000717135,0.004586066120250001,0.00035957640625,0.0008191902622499998,8.0552089489e-08,4.300604964100001e-08,5.14282608225e-07,0.0534477,-0.034943699999999994,0.023729499999999997,-0.000517105,6.05409e-06,0.000717135,0.0028566566352900002,0.0012210621696899997,0.0005630891702499999,2.67397581025e-07,3.6652005728100006e-11,5.14282608225e-07
0.0416711374,0.1165157662,-0.0614961421,0.0932149884,0.007520741700000002,-0.0544287201,0.050865600000000004,-0.0410854,0.00778987,-0.000517105,6.5248e-05,0.000717135,0.0025873092633600004,0.00168801009316,6.06820746169e-05,2.67397581025e-07,4.257301504e-09,5.14282608225e-07,0.0677205,-0.0189625,0.028621499999999998,0.000283817,0.00020737900000000002,0.000717135,0.004586066120250001,0.00035957640625,0.0008191902622499998,8.0552089489e-08,4.300604964100001e-08,5.14282608225e-07
0.0883672181,-0.058086042699999986,0.0981779288,-0.0478369402,0.0738513851,-0.1116795935,0.0508554,-0.0331194,0.028626299999999997,6.322270000000001e-05,0.00046676599999999997,0.000717135,0.00258627170916,0.00109689465636,0.0008194650516899998,3.997109795290001e-09,2.1787049875599997e-07,5.14282608225e-07,0.050865600000000004,-0.0410854,0.00778987,-0.000517105,6.5248e-05,0.000717135,0.0025873092633600004,0.00168801009316,6.06820746169e-05,2.67397581025e-07,4.257301504e-09,5.14282608225e-07
-0.137440421,-0.048219097300000006,0.0026188404,0.1096578488,-0.0200486803,-0.0296720101,0.0508486,-0.031083799999999998,0.0185776,-0.000440083,0.00040108099999999996,0.000717135,0.00258558012196,0.0009662026224399999,0.00034512722176,1.93673046889e-07,1.6086596856099998e-07,5.14282608225e-07,0.0508554,-0.0331194,0.028626299999999997,6.322270000000001e-05,0.00046676599999999997,0.000717135,0.00258627170916,0.00109689465636,0.0008194650516899998,3.997109795290001e-09,2.1787049875599997e-07,5.14282608225e-07
-0.0041551684,0.1101863482,0.1103277763,-0.0489289076,-0.0023512986,0.0170706116,0.050853699999999995,-0.041078500000000004,0.0185815,-0.000199072,0.000142665,0.000717135,0.0025860988036899993,0.0016874431622500004,0.00034527214225,3.9629661184e-08,2.0353302224999996e-08,5.14282608225e-07,0.0508486,-0.031083799999999998,0.0185776,-0.000440083,0.00040108099999999996,0.000717135,0.00258558012196,0.0009662026224399999,0.00034512722176,1.93673046889e-07,1.6086596856099998e-07,5.14282608225e-07
