WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	X	Y	Z	RotX	RotY	RotZ
-2716.2861328125	-2394.246337890625	1.11236274	14.24370384	0.9116137	0.038822915	0.0883518866	0.0432811991	0.07160275440000001	7.54812e-05	0.0838938914	0.063546619	0.0454047156	-0.12158272519999999	0.038449436000000003	0.0987473174	-0.0067228489	0.1044212433	0.1144180399	0.1054959609	0.0266126	0.0181601	0.00155007	-4.42461e-05	-0.0	0.0
386.33935546875	408.755615234375	1.49605012	19.15678596	0.97960526	0.010601064999999996	0.0768254638	-0.1609725192	0.026322291	0.10661522009999999	0.1670015234	-0.0128601468	0.1703929736	0.0416301178	-0.0348994978	-0.0358476405	-0.0594905147	0.1601407501	0.1138173369	0.10316120349999999	0.0189243	0.0178891	0.00155007	-4.42461e-05	-0.0	5.28353e-05
-21.284912109375	94.632568359375	1.1797142	15.10613441	0.98356366	0.033367765	-0.1306953086	-0.0494690216	0.0531100701	0.020841116399999998	0.0350835776	0.04150095	-0.0423848072	0.1037064093	0.025084271	0.1058891711	-0.033876811800000003	0.11905139880000001	0.1131632076	0.10063277179999999	0.0350878	0.010478500000000002	-0.00560183	-4.42461e-05	-0.0	0.0
-1306.409423828125	2139.009521484375	1.07235622	13.73142433	0.95914298	0.056302845	-0.020956742	0.0847101448	-0.0308438889	0.1494943851	0.12655846839999998	-0.033515172200000005	-0.0473693187	-0.0371927304	-0.046444460300000004	0.0028679186	-0.105573254	0.15753002259999999	0.1124559591	0.0979154126	0.00989614	0.0104964	-0.0179324	-0.000328969	-0.0	-9.05314e-05
32.466064453125	896.011474609375	1.38337505	17.71399307	0.92007124	0.07136081999999999	0.062726806	0.017018933400000002	0.0456840941	0.0739753598	-0.0239401523	-0.11563052689999999	0.039581045	-0.0614878014	0.0098596928	-0.08184247730000001	0.040895266	0.1139740386	0.1116959233	0.0950142274	0.016711	0.0104874	0.00153359	0.000371	0.00011091900000000003	0.0
-2397.533203125	-328.736572265625	1.31695068	16.86343384	0.92680293	0.05298194000000001	0.039578682999999996	-0.0027707738	0.152352421	-0.034769928900000004	0.0050111953	0.016917426200000002	0.04976572940000001	-0.0333565124	0.1371994697	0.1021268208	0.0300250736	0.0412700097	0.1108834569	0.09193466289999999	0.0167134	0.0110835	-0.0197369	0.00088234	-0.0	0.0
2414.21728515625	249.640380859375	1.23622406	15.82973766	0.9874469	0.06925437000000001	-0.019380077	-0.15240967960000001	-0.016653333500000003	0.051147961799999996	0.0221932887	-0.033244403900000004	0.1022089407	0.116911543	-0.0147248958	-0.0521113761	0.0407256101	0.0181963902	0.11001894150000001	0.0886825007	0.00742572	0.00929466	0.0014511	0.000262153	0.00011961	0.0
1816.8427734375	763.267333984375	1.13103902	14.48285198	0.96250659	0.04192548	-0.1491665513	0.0373815752	-0.0059909433	-0.0203246003	-0.09026337359999999	-0.0116341499	-0.1286370621	0.0849542398	-0.0097625158	0.0099097884	0.041285672200000005	-0.040883554	0.1091027827	0.08526384640000001	0.0167132	0.0166237	-0.0151563	0.000114665	9.30668e-05	0.0
-964.28173828125	-245.355712890625	1.07835352	13.80821896	0.92304856	0.040555945	0.0449478165	0.1008770947	-0.08524175169999999	0.0035025456	-0.030537780299999998	-0.08047084110000001	-0.047906119000000004	-0.09911297220000001	-0.0696726329	-0.07395967610000001	-0.0337030728	-0.0841697186	0.10813541060000001	0.0816851181	0.0142417	0.00929154	0.00193262	1.11691e-05	0.000204577	-5.82612e-05
-1006.031005859375	-2951.228759765625	1.17331898	15.02424335	0.92666328	0.0250238	0.0746580047	0.0314475001	0.0115052049	-0.0950524788	-0.22345794530000002	0.040717321800000005	0.024492482799999996	-0.0634873858	0.011186773799999999	0.0079341284	0.1426214279	-0.08034089400000001	0.10711727929999999	0.0779530346	0.0167106	0.00929466	0.00191806	0.000262153	6.30777e-05	0.0
-390.905517578125	-2994.601806640625	1.69004083	21.64081955	0.94494176	0.04937628500000001	-0.030285728300000002	-0.0637876018	-0.055679059100000004	-0.13833787990000002	0.18882256170000003	0.0336432084	0.039424454500000004	0.032948142400000005	-0.0552066074	0.0756212661	0.0887949013	-0.0409630976	0.1060488668	0.07407460240000001	-0.00316368	-0.00687022	0.00191626	5.85242e-05	-0.0	0.0
2254.59521484375	-5539.474609375	1.20427728	15.42066193	0.95303077	0.08189504	-0.074907431	0.048859538200000004	-0.1156760743	-0.0180805785	-0.0604543501	0.0054354876	-0.0977134536	0.034126597599999996	-0.1550556436	-0.0305690385	0.0976952084	-0.0752657846	0.10493067449999999	0.0700571028	0.0195891	0.00529576	0.0186797	0.000262153	0.000400628	0.0
-3338.154296875	-6318.59765625	1.08437896	13.88537502	0.87146503	0.024728549999999995	0.051296995199999994	0.1418607084	-0.023034325699999997	-0.1154331007	0.0536299244	0.04517972730000001	-0.0803044793	-0.17516929309999998	-0.0585343229	0.0946273567	0.0664809095	-0.0358082706	0.10376322730000001	0.0659080783	0.0202004	0.00937501	0.0186731	0.000262153	-0.0	0.0
-2786.90380859375	-3051.595947265625	1.31273437	16.80944443	0.99157673	0.04172908	0.1705987722	-0.029112189	-0.0755101642	0.0738998683	-0.0391159387	0.13819501380000002	0.1489243401	-0.10535339939999999	-0.0700664559	0.025573183	-0.0681895809	-0.0515106867	0.1025470733	0.0616353184	0.00697003	-0.00018701	0.0186677	8.6328e-05	7.346279999999998e-05	0.000129338
1552.221923828125	-1546.843994140625	1.21160054	15.51443481	0.96103901	0.06935838999999999	0.05141652730000001	-0.08803700449999999	0.0052941678	-0.016282497	0.10414091	0.0022369973000000002	0.0766997884	0.014135142199999999	-0.020568010600000002	0.0397540833	-0.0061494927	0.1236280267	0.1012827833	0.057246844500000005	0.0282942	-0.00663454	0.0186841	0.000472125	-0.0	0.000501484
1649.972412109375	2258.532958984375	1.15892375	14.83991337	0.9932543	0.06805478999999999	-0.1241389816	-0.0394182717	0.0040550742	0.0638108099	-6.801149999999999e-05	0.0578695999	-0.0351490823	0.1046390049	0.0625502661	0.020132771299999998	-0.1987285529	-0.11376033390000001	0.0999709507	0.0527508957	0.0259803	-0.007468879999999998	-0.0110926	-0.00015372	-0.0	0.000424732
3734.59814453125	1501.159912109375	1.10209441	14.11221886	0.95433956	0.06015802	-0.0509596915	0.0575512146	-0.0296521703	0.072031685	-0.05269455309999999	-0.1696834031	-0.1113138491	0.0122202586	-0.0341328191	-0.1368569941	-0.0226670412	0.0936939716	0.09861219130000001	0.048155912599999996	0.0445182	-0.00747929	-0.00406399	0.000262153	-0.0	0.000148983
616.5986328125	291.786865234375	1.28590727	16.46592712	0.93784505	0.035580579999999994	-0.0115499278	0.11693022789999999	0.11036135679999999	-0.089717757	-0.1070594923	-0.0230752772	-0.0943034947	-0.0913698824	0.1277933484	-0.006819809499999999	0.10045443109999999	0.00184595	0.09720714300000001	0.043470521799999995	0.0445183	-0.007481609999999999	-0.00108793	-0.000155473	8.5433e-05	-1.65436e-24
147.099365234375	695.0388793945312	1.40441644	17.98342514	0.98131305	0.05178068	0.12507069029999998	-0.056910315	-0.009851449	0.0609535136	-0.11367651050000001	-0.021887368900000002	0.1344983264	-0.0184477171	0.023773376699999998	-0.1104764378	-0.0050196267	-0.0553047675	0.0957564653	0.0387035196	0.0283341	-0.00747568	-0.0110762	8.103959999999998e-05	-0.0	0.0001901
710.724853515625	244.91583251953125	1.18306911	15.14909363	0.95299155	0.023485990000000005	-0.009506575699999999	-0.06854217	0.0719071515	-0.1068531601	0.11000893939999999	-0.0183335452	0.023395637799999997	0.0411370534	0.052661016500000005	0.0496019634	0.1101963564	0.18182089170000001	0.09426083910000001	0.0338638556	0.0398437	-0.00747933	-0.013204	0.00017527	5.36384e-05	0.00023913
-465.8995361328125	4111.41796875	1.22074962	15.63158894	1.02547264	0.08059177	-0.07993799	-0.0272544452	-0.026617518599999997	0.0888344034	0.0520606368	0.09604679279999999	-0.0012571696	0.08710886699999999	0.026441823700000002	0.0567418955	-0.19435001489999998	-0.034388370099999996	0.0927209666	0.028960615800000002	0.0209539	-0.00742659	-0.0381723	-0.000264221	0.000108636	0.0
4506.97607421875	2596.169677734375	1.2242254	15.67609596	0.97792608	0.07287177999999998	-0.080520205	0.0663008879	0.018702454	0.0575102327	-0.0098209645	-0.1208011865	-0.1215457166	0.042119801500000005	-0.0029613104999999997	-0.1625905555	0.0446110363	0.13344157380000002	0.09113757039999999	0.0240030054	0.0367378	-0.007481319999999999	-0.0221553	0.000262153	0.000153422	0.000249163
-23.3984375	2815.671630859375	1.13023186	14.47251701	0.9400391	0.039936045	0.026426352599999998	0.1203876243	0.07674927349999999	-0.0368159307	0.0113311005	0.0107666409	-0.0566181653	-0.10602422449999999	0.09853864960000001	-0.0094000677	0.0205444533	-0.024416660899999998	0.0895113939	0.0190003319	0.0407996	-0.00746018	-0.0221578	-0.00015123	9.89559e-05	0.0
126.2271728515625	1495.173583984375	1.20843089	15.47384834	0.93754113	0.051901525	0.09977427720000001	-0.050460230999999994	-0.0005989775	0.0549692193	-0.1544000543	0.000579907	0.10785624460000001	-0.0056803623	-0.0051940823	-0.1205355853	0.055084016799999996	-0.0260661833	0.0878432003	0.0139619873	0.0428628	-0.00132826	-0.010975	0.000262153	0.000181145	0.0001549
-846.147216796875	-1322.199462890625	1.21536827	15.56268024	0.96354342	0.044398935	-0.028134588500000002	-0.0129589175	0.0893988451	-0.1915553773	0.10729826560000001	0.0422217094	-0.0141666407	0.0077220388	0.0613491076	0.1194167092	0.14299499599999999	0.0280624589	0.08613377289999999	0.008897430500000001	0.0407934	-0.00747945	-0.022168	-4.84729e-05	1.1034199999999999e-24	0.000162836
7.8533935546875	14.8026123046875	1.15518713	14.79206753	0.98912698	0.031960925	-0.0207348796	-0.053974182999999995	-0.14121715029999998	0.032512604199999996	-0.0099610467	0.1115891451	0.045908493099999996	0.0639667624	-0.0981434485	0.030973686299999997	-0.0729285317	-0.0657689534	0.08438391390000001	0.0038161696	0.0408141	-0.00746492	-0.0221506	0.00015817199999999996	0.000268685	0.0
1925.9788818359373	-1613.445556640625	1.14301813	14.63624382	0.96057737	0.05409135	-0.095798132	0.061970003200000005	-0.049642947400000005	-0.0157760615	-0.0557951349	0.037421267700000004	-0.115124639	0.044632520599999996	-0.0513677442	0.001097224	-0.000724343	-0.040378781600000004	0.08259444469999999	-0.0012722556	0.040783	-0.00749145	-0.00470608	0.000262153	1.9467799999999998e-23	0.000359118
3579.9794921875	341.5565185546875	1.30652082	16.72988129	1.18531752	0.10454409999999999	0.0875489479	0.0633040888	-0.060781034500000004	0.0925595051	-0.0352710092	0.06794259150000001	-0.0141321203	-0.0894898153	-0.0060500438	-0.1450857402	-0.11014109679999999	-0.1268579169	0.0807662054	-0.0063582924	0.08254459999999998	-0.007510229999999999	-0.0222087	-0.000155086	-0.000337727	0.000509374
291.6051025390625	614.3084106445312	1.3343029	17.08562851	1.16251481	0.05046694	0.0184339334	0.0802074102	0.1455600436	-0.0797616083	-0.0162399083	0.0858986918	-0.0496049264	-0.0676518873	0.1702927829	0.0661405671	0.0155805434	-0.024363183700000002	0.0789000542	-0.0114323921	0.0825669	-0.00752097	-0.0222908	-0.000486943	-0.000977864	0.000544416
-322.1441650390625	2367.935546875	1.33853519	17.13982201	0.95501006	0.05359499	0.0888089795	-0.0699051946	0.0654275562	0.0938943451	-0.1283666022	0.0669917993	0.1203718382	-0.0087409521	0.0997745926	-0.07789166089999999	-0.0594988279	-0.0409270902	0.0769968669	-0.0164850287	0.0693298	-0.007484679999999999	-0.0161579	-0.000574202	-0.000510923	0.000414842
2969.8564453125	882.6873779296875	1.1200093	14.34161854	0.90248775	0.058245039999999984	-0.049244379500000005	-0.11947242359999999	0.09172043869999999	-0.0496519419	-0.0295501509	-0.029969532099999998	0.031022147599999998	0.1151213658	0.096370595	-0.0507681683	0.0700684293	0.0200303922	0.07505753700000001	-0.0215067163	0.08256539999999998	-0.00189785	-0.00934949	-0.000226977	-0.000615241	0.000615583
-249.89306640625	338.0643310546875	1.12597716	14.41803646	0.96159118	0.06743911	-0.1644436444	0.0360784653	0.0042729855	0.0334633073	-0.1232189794	0.10717303800000001	-0.1056331579	0.1136968785	0.07563767	0.0420129465	-0.1214801302	-0.19978141929999998	0.0730829748	-0.026488027400000003	0.0825641	-0.00748085	-0.0222912	-0.000646443	-0.000977864	0.00041941
-555.5174560546875	-2620.43359375	1.19239128	15.26846313	0.9419831	0.07172907099999999	0.0102956641	0.1005745925	-0.0249246454	0.0021602617	-0.0072488988	-0.0283758185	-0.0671741782	-0.082703363	-0.028165077	-0.030710068599999998	-0.0402985379	0.025787013900000003	0.0710741071	-0.0314196099	0.0825682	-0.00217482	-0.000528849	-9.92342e-05	-0.000755653	0.000543122
-2552.51708984375	-3168.181640625	1.01437664	12.98900127	0.89669979	0.048732613	0.0835528794	0.07295666370000001	0.050027495899999996	-0.0892547674	0.0079210767	0.1761184385	0.027818341099999998	-0.1261270216	0.062803212	0.1362728322	-0.021469335200000002	-0.0082404353	0.069031877	-0.0362922055	0.0659071	-0.007490499999999998	-0.000562242	-0.000560447	-0.000816669	0.000555342
804.358642578125	-466.6798095703125	1.45025623	18.57040024	0.97114742	0.054837038	0.11040906519999999	-0.12279285	-0.0347774558	0.023087950299999997	0.07378495110000001	0.1164792058	0.1449710726	0.0161174845	-0.045314640499999996	0.0051611098	-0.0694849934	-0.005064192	0.066957243	-0.0410966661	0.0694322	-0.0296197	-0.00480403	-0.000338601	-0.000651402	0.000667048
4612.109375	1284.9471435546875	1.16097844	14.86622429	0.93518227	0.04996353999999999	-0.1027207425	-0.0684373119	0.0227634944	0.019368084299999998	-0.023598496200000003	0.1752172856	-0.0115774054	0.1207086827	0.061016706500000004	0.0865080509	-0.0656670649	0.040696984900000004	0.0648511791	-0.0458239721	0.0825399	-0.0120634	-0.00935172	-0.000218036	-0.0008082159999999998	0.00064939
4353.60986328125	3732.82421875	1.08192515	13.85395336	0.98350924	0.09379538	-0.0563560655	0.0937130901	0.0250372768	0.0988608059	0.0171039199	0.0008877548	-0.10268711400000001	0.003654633	0.062019481200000004	-0.0292256306	-0.12311655310000001	-0.0057965557	0.0627146737	-0.050465248399999996	0.0622399	-0.0270731	-0.0225545	-0.000806767	-0.000607662	0.000533017
2734.7353515625	2651.201171875	1.44402564	18.49061775	0.92193264	0.10195665	0.0327483951	0.023184427400000002	0.0910627157	0.002356266	-0.1596635771	-0.0104540139	0.002082035	-0.0398900803	0.11289631619999999	-0.0855378795	0.0733190246	-0.0175372494	0.060548729800000006	-0.0550117815	0.0825621	-0.012615500000000003	-0.0040984	-0.000302594	-0.000274047	0.000669644
-2345.88916015625	985.7030029296876	1.47534347	18.89163971	0.94149476	0.10377749999999998	-0.0080262956	-0.033151683	0.1296408801	-0.1441607849	0.0597335851	0.0381476876	0.016952548600000002	0.0077352895	0.1461428829	0.12254101210000001	0.0412327912	-0.1186014416	0.0583543642	-0.059455035700000006	0.0661268	-0.0160539	-0.0309098	-0.0008640339999999999	-0.000694516	0.000509705
2072.111572265625	-593.1700439453125	1.15662432	14.81046963	0.98480034	0.06950699	-0.0955888793	-0.0758298329	-0.0906265201	-7.07387e-05	-0.1135008405	0.0723582366	0.005950699	0.12492622380000001	-0.0433882701	-0.0051169838	-0.032144373999999996	-0.1138105517	0.0561326067	-0.06378666919999999	0.0708067	-0.0115253	-0.00905111	-0.000254124	-0.000565293	0.000539368
1566.8621826171875	-631.5430908203125	1.04048157	13.32327271	0.92826939	0.03370338999999999	-0.039444184199999996	0.13450237339999999	-0.0134719255	-0.0288407173	-0.0267487564	0.1050605949	-0.1295313356	-0.052066566200000004	0.0087528074	0.0700024413	0.0141802389	0.0481168487	0.0538845004	-0.06799855	0.0728648	-0.0149563	-0.0112709	-0.000646443	-0.000631279	0.000477783
736.3627319335938	1658.083984375	1.16317677	14.89437294	0.91822356	0.0383732	0.1155039196	0.0402824952	0.0165256698	0.0553300609	-0.074550326	0.15273790550000002	0.0757051483	-0.0974293485	0.058224979	0.0016492557	-0.0558495688	-0.0624625836	0.0516111005	-0.0720827705	0.0621007	-0.0370257	-0.0112761	-0.000646443	-0.000613791	0.000570985
-306.88671875	-207.9141845703125	1.28460324	16.44922829	0.92942297	0.07802829999999998	0.0388207771	-0.0975156051	0.10065411939999999	-0.07105216980000001	-0.0245565819	0.024787165899999998	0.0787415756	0.031958552599999995	0.0744069577	0.0187602475	0.0794499975	0.014717191299999998	0.049313474100000004	-0.0760316633	0.0790662	-0.0241847	-0.0053596	-0.000180848	-0.00046323	0.000800935
1401.6138916015625	913.4627685546876	1.29172993	16.54048538	0.96856403	0.1117894	-0.1588271108	0.0052535694	0.0238791767	0.0036944158	-0.0654696958	0.1632209433	-0.08206074070000001	0.1022986684	0.0804905511	0.1495323438	-0.0805951513	-0.07017840040000001	0.0469926998	-0.0798378145	0.0601062	-0.0370283	-0.0256348	-0.0008794449999999999	-0.00071604	0.00055813
1680.614501953125	-222.9102478027344	1.10262454	14.11900806	0.93957204	0.08934459999999998	-0.0144921287	0.0761414465	-0.037909021200000004	0.075828804	0.021246655299999997	0.019833578600000002	-0.0739928285	-0.0223968139	-0.0511901439	-0.0145122295	-0.0490974639	0.1205605549	0.0446498669	-0.0834940785	0.07909979999999998	-0.0370759	-0.0125931	-0.00013180200000000004	-0.000502477	0.000742158
290.74005126953125	1358.9666748046875	1.18316722	15.15034866	0.89289492	0.026501750000000008	0.014759696899999999	0.1002774949	0.1355170542	0.0099692314	0.0037400527	0.13660818519999998	-0.053628149800000004	-0.10568915890000001	0.17309023839999998	0.027628298500000002	0.009127066	0.0472456813	0.042286075199999995	-0.0869935912	0.07906019999999998	-0.0370664	-0.0125777	-0.000517543	-0.000421807	0.000679824
1514.74072265625	3473.21875	1.34878528	17.2710743	0.980573	0.0486266	0.0672895542	-0.0726775579	0.1568314398	0.08860487460000001	-0.0676877976	0.0669483047	0.1151361917	0.0116309458	0.17327611629999998	-0.07210729190000001	-0.0546779634	0.0039683425	0.039902434199999996	-0.0903297824	0.0691137	-0.0348855	-0.0304551	-0.000511758	-0.000712714	0.00060408
2022.3662109375	832.4706420898438	1.20024967	15.36908913	0.96624291	0.06495299999999998	-0.1182290884	-0.1101992451	0.1463384009	-0.0365371785	-0.0094890998	0.0327839736	-0.0069644482	0.140729253	0.1472488871	0.0247937294	0.11292984519999999	0.09666958980000001	0.0375000629	-0.093496389	0.0770241	-0.0370668	-0.0125908	-0.000339055	-0.000378804	0.0008374069999999998
667.1168212890625	855.2225952148438	1.08096254	13.84162807	0.96668732	0.03979295000000001	-0.1556975615	0.0656277079	0.069793465	0.07991442110000001	-0.11669780800000001	0.2036282468	-0.12161657140000001	0.0738206825	0.1315475615	0.0703012971	-0.10769758230000001	-0.1625653486	0.0350800889	-0.0964874658	0.0692874	-0.0370799	-0.0171321	-0.000701168	-0.000563384	0.000840751
3043.117431640625	3209.974609375	1.01762033	13.0305357	0.96702892	0.06079795000000001	-0.0287356279	0.057487445400000003	-0.0092010835	0.1578044946	-0.0419668645	0.0463692933	-0.0653177503	-0.007601713	-0.0035634715	-0.10336180689999999	-0.11283591330000001	0.0376744286	0.0326436482	-0.0992973975	0.0791487	-0.0270613	-0.0125765	-0.000499602	-0.000233617	0.000644835
302.74298095703125	2826.2265625	1.53767908	19.68984222	1.24097323	0.21135445	-0.00032871129999999997	0.0451911413	0.058023401399999994	0.0236789316	-0.0011155411	-0.1714356215	-0.0565290491	-0.0356964117	0.0385917841	-0.1587251011	0.033600271099999995	-0.0066263582	0.0301918844	-0.10192090869999999	0.0648679	-0.0636993	0.0328716	0.0011913300000000004	-0.000722862	0.0007644089999999999
215.61859130859372	3445.853515625	1.72307336	22.0637989	1.46604967	0.25496710000000006	0.0656823393	0.0230186244	0.1067095594	-0.0228618783	-0.090564796	0.1372157081	0.0536801387	-0.06664279440000001	0.1635817134	0.0347807137	-0.0235924877	-0.13147361119999998	0.0277259485	-0.1043530741	0.0629183	-0.030692	-0.0460744	-0.00109343	-0.00050103	0.000449717
-674.755859375	-1050.01953125	1.83954179	23.55516624	1.50615025	0.25965235	-0.021300802	-0.13183685480000001	-0.0180314352	-0.053449021900000004	-0.0667161658	-0.1415007535	0.0433362327	0.1152018928	-0.07014147030000001	-0.0953649441	0.23465268949999998	0.049142327699999995	0.025246997799999997	-0.1065893274	0.0628545	-0.0570929	0.0423403	0.00150187	-0.000625667	0.000625239
-3397.25537109375	-3809.517578125	1.17340064	15.02528954	1.02305341	0.08637095	-0.1065539551	0.039964934900000006	-0.0911512289	0.001014018	0.008071469	0.0114536543	-0.07362112230000001	0.0563747388	-0.0933404324	0.08431379259999999	-0.0339078353	-0.1783327157	0.022756196099999997	-0.1086254705	0.0575767	-0.0648018	0.0300502	0.000683497	-0.000329701	0.000732783
-708.379638671875	-4327.140625	1.08427417	13.8840332	0.92894572	0.1275577	0.037594860699999996	0.07737025730000001	-0.1066669989	0.026688385800000002	0.023590205299999997	-0.12261490779999999	-0.0525255857	-0.0809994693	-0.1840721639	-0.0572124944	0.0398036845	0.0855613517	0.0202547126	-0.1104576805	0.0628149	-0.0457099	0.0617263	0.00167569	-0.000431451	0.00106987
-3120.879150390625	-3649.013671875	1.07580614	13.77560043	0.87547445	0.13317190000000004	0.0828440796	0.0968698477	-0.015666354099999998	-0.049813849800000004	0.0844604818	0.0389661269	0.0065260079	-0.1508896042	-0.0286641587	0.10351678869999999	0.0488992382	0.0597108904	0.0177437214	-0.1120825179	0.0628287	-0.0647894	0.0280598	0.000952216	-0.000796778	0.000550429
-411.2535095214844	-1343.76171875	1.36296403	17.452631	0.94814193	0.06880434999999999	0.1483912962	-0.0720142436	-0.04622738	0.085522131	-0.0737416425	-0.0295759177	0.1535694966	-0.0369885633	-0.043561674	-0.0582478595	-0.024690385899999997	-0.041379305299999995	0.015224401299999999	-0.113496932	0.0628473	-0.0559443	0.0444747	0.00129581	-0.000374312	0.000654884
-236.1279296875	-3034.384765625	1.28284943	16.42677116	0.99746656	0.07348785000000001	-0.07272895019999999	-0.0734262023	0.045858610599999995	-0.11590237710000001	0.054822969900000004	-0.0266661702	0.0035565561	0.0765423462	0.027221056	0.0862168879	0.1494952393	0.08810557210000002	0.0126979347	-0.1146982674	0.0766579	-0.0632593	0.0328585	0.000952216	-0.000647254	0.000853269
-452.6273193359375	-1440.5078125	1.19591367	15.31356716	1.02321255	0.0343878	-0.042523945199999996	-0.0009257378999999999	-0.14305179210000002	0.1016278309	-0.0184386729	0.015434439199999999	-0.019730980500000002	0.04334433519999999	-0.118996233	-0.045562785099999996	-0.1349303997	-0.0958404953	0.0101655077	-0.11568426890000001	0.0683538	-0.07056460000000002	0.0352891	0.0008252459999999999	-0.000505607	0.00079493
-979.2517700195312	-1859.380859375	1.21944082	15.61482906	0.95541185	0.0546314	0.0475761434	0.0738860827	-0.0487298858	-0.0225785696	0.0452274894	-0.1141329821	-0.046276044599999996	-0.0863929611	-0.06444262190000001	-0.0451760818	-0.0408169157	0.0026097836	0.007628309000000001	-0.1164530852	0.0816596	-0.0537422	0.0337762	0.00122902	-0.000539114	0.000772405
